sample_id,source_document_id,document_family_id,doc_type,source_type,manipulation_type,is_tampered,bounding_box,tampered_pixel_count,tampered_area_percentage,original_path,tampered_path,mask_path,width,height,dataset_split,license
syn_doc_family_id_card_002_inst_00_v3_photo_replacement,doc_family_id_card_002_inst_00,doc_family_id_card_002,id_card,synthetic,photo_replacement,1,"[255, 108, 425, 281]",29410,5.4463,data\synthetic\originals\doc_family_id_card_002_inst_00.png,data\test\images\syn_doc_family_id_card_002_inst_00_v3_photo_replacement.png,data\test\masks\syn_doc_family_id_card_002_inst_00_v3_photo_replacement.png,900,600,test,MIT
syn_doc_family_id_card_002_inst_00_v4_stamp_seal_manipulation,doc_family_id_card_002_inst_00,doc_family_id_card_002,id_card,synthetic,stamp_seal_manipulation,1,"[645, 360, 783, 498]",3056,0.5659,data\synthetic\originals\doc_family_id_card_002_inst_00.png,data\test\images\syn_doc_family_id_card_002_inst_00_v4_stamp_seal_manipulation.png,data\test\masks\syn_doc_family_id_card_002_inst_00_v4_stamp_seal_manipulation.png,900,600,test,MIT
syn_doc_family_id_card_003_inst_00_authentic,doc_family_id_card_003_inst_00,doc_family_id_card_003,id_card,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_id_card_003_inst_00.png,data\train\images\syn_doc_family_id_card_003_inst_00_authentic.png,data\train\masks\syn_doc_family_id_card_003_inst_00_authentic.png,900,600,train,MIT
syn_doc_family_id_card_003_inst_00_v1_region_removal,doc_family_id_card_003_inst_00,doc_family_id_card_003,id_card,synthetic,region_removal,1,"[254, 307, 535, 342]",9835,1.8213,data\synthetic\originals\doc_family_id_card_003_inst_00.png,data\train\images\syn_doc_family_id_card_003_inst_00_v1_region_removal.png,data\train\masks\syn_doc_family_id_card_003_inst_00_v1_region_removal.png,900,600,train,MIT
syn_doc_family_id_card_003_inst_00_v2_local_inpainting,doc_family_id_card_003_inst_00,doc_family_id_card_003,id_card,synthetic,local_inpainting,1,"[150, 406, 387, 436]",7110,1.3167,data\synthetic\originals\doc_family_id_card_003_inst_00.png,data\train\images\syn_doc_family_id_card_003_inst_00_v2_local_inpainting.png,data\train\masks\syn_doc_family_id_card_003_inst_00_v2_local_inpainting.png,900,600,train,MIT
syn_doc_family_id_card_003_inst_00_v3_text_replacement,doc_family_id_card_003_inst_00,doc_family_id_card_003,id_card,synthetic,text_replacement,1,"[362, 234, 544, 254]",3640,0.6741,data\synthetic\originals\doc_family_id_card_003_inst_00.png,data\train\images\syn_doc_family_id_card_003_inst_00_v3_text_replacement.png,data\train\masks\syn_doc_family_id_card_003_inst_00_v3_text_replacement.png,900,600,train,MIT
syn_doc_family_id_card_003_inst_00_v4_number_amount_replacement,doc_family_id_card_003_inst_00,doc_family_id_card_003,id_card,synthetic,number_amount_replacement,1,"[486, 192, 676, 217]",4750,0.8796,data\synthetic\originals\doc_family_id_card_003_inst_00.png,data\train\images\syn_doc_family_id_card_003_inst_00_v4_number_amount_replacement.png,data\train\masks\syn_doc_family_id_card_003_inst_00_v4_number_amount_replacement.png,900,600,train,MIT
syn_doc_family_id_card_004_inst_00_authentic,doc_family_id_card_004_inst_00,doc_family_id_card_004,id_card,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_id_card_004_inst_00.png,data\train\images\syn_doc_family_id_card_004_inst_00_authentic.png,data\train\masks\syn_doc_family_id_card_004_inst_00_authentic.png,900,600,train,MIT
syn_doc_family_id_card_004_inst_00_v1_date_replacement,doc_family_id_card_004_inst_00,doc_family_id_card_004,id_card,synthetic,date_replacement,1,"[371, 115, 586, 141]",5590,1.0352,data\synthetic\originals\doc_family_id_card_004_inst_00.png,data\train\images\syn_doc_family_id_card_004_inst_00_v1_date_replacement.png,data\train\masks\syn_doc_family_id_card_004_inst_00_v1_date_replacement.png,900,600,train,MIT
syn_doc_family_id_card_004_inst_00_v2_copy_move_intra,doc_family_id_card_004_inst_00,doc_family_id_card_004,id_card,synthetic,copy_move_intra,1,"[60, 425, 266, 446]",4326,0.8011,data\synthetic\originals\doc_family_id_card_004_inst_00.png,data\train\images\syn_doc_family_id_card_004_inst_00_v2_copy_move_intra.png,data\train\masks\syn_doc_family_id_card_004_inst_00_v2_copy_move_intra.png,900,600,train,MIT
syn_doc_family_id_card_004_inst_00_v3_copy_paste_inter,doc_family_id_card_004_inst_00,doc_family_id_card_004,id_card,synthetic,copy_paste_inter,1,"[61, 280, 367, 315]",10710,1.9833,data\synthetic\originals\doc_family_id_card_004_inst_00.png,data\train\images\syn_doc_family_id_card_004_inst_00_v3_copy_paste_inter.png,data\train\masks\syn_doc_family_id_card_004_inst_00_v3_copy_paste_inter.png,900,600,train,MIT
syn_doc_family_id_card_004_inst_00_v4_signature_manipulation,doc_family_id_card_004_inst_00,doc_family_id_card_004,id_card,synthetic,signature_manipulation,1,"[71, 480, 370, 529]",14651,2.7131,data\synthetic\originals\doc_family_id_card_004_inst_00.png,data\train\images\syn_doc_family_id_card_004_inst_00_v4_signature_manipulation.png,data\train\masks\syn_doc_family_id_card_004_inst_00_v4_signature_manipulation.png,900,600,train,MIT
syn_doc_family_id_card_005_inst_00_authentic,doc_family_id_card_005_inst_00,doc_family_id_card_005,id_card,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_id_card_005_inst_00.png,data\train\images\syn_doc_family_id_card_005_inst_00_authentic.png,data\train\masks\syn_doc_family_id_card_005_inst_00_authentic.png,900,600,train,MIT
syn_doc_family_id_card_005_inst_00_v1_photo_replacement,doc_family_id_card_005_inst_00,doc_family_id_card_005,id_card,synthetic,photo_replacement,1,"[252, 184, 480, 361]",40356,7.4733,data\synthetic\originals\doc_family_id_card_005_inst_00.png,data\train\images\syn_doc_family_id_card_005_inst_00_v1_photo_replacement.png,data\train\masks\syn_doc_family_id_card_005_inst_00_v1_photo_replacement.png,900,600,train,MIT
syn_doc_family_id_card_005_inst_00_v2_stamp_seal_manipulation,doc_family_id_card_005_inst_00,doc_family_id_card_005,id_card,synthetic,stamp_seal_manipulation,1,"[365, 460, 457, 552]",1824,0.3378,data\synthetic\originals\doc_family_id_card_005_inst_00.png,data\train\images\syn_doc_family_id_card_005_inst_00_v2_stamp_seal_manipulation.png,data\train\masks\syn_doc_family_id_card_005_inst_00_v2_stamp_seal_manipulation.png,900,600,train,MIT
syn_doc_family_id_card_005_inst_00_v3_region_removal,doc_family_id_card_005_inst_00,doc_family_id_card_005,id_card,synthetic,region_removal,1,"[368, 334, 767, 377]",17157,3.1772,data\synthetic\originals\doc_family_id_card_005_inst_00.png,data\train\images\syn_doc_family_id_card_005_inst_00_v3_region_removal.png,data\train\masks\syn_doc_family_id_card_005_inst_00_v3_region_removal.png,900,600,train,MIT
syn_doc_family_id_card_005_inst_00_v4_local_inpainting,doc_family_id_card_005_inst_00,doc_family_id_card_005,id_card,synthetic,local_inpainting,1,"[238, 260, 437, 282]",4378,0.8107,data\synthetic\originals\doc_family_id_card_005_inst_00.png,data\train\images\syn_doc_family_id_card_005_inst_00_v4_local_inpainting.png,data\train\masks\syn_doc_family_id_card_005_inst_00_v4_local_inpainting.png,900,600,train,MIT
syn_doc_family_id_card_006_inst_00_authentic,doc_family_id_card_006_inst_00,doc_family_id_card_006,id_card,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_id_card_006_inst_00.png,data\train\images\syn_doc_family_id_card_006_inst_00_authentic.png,data\train\masks\syn_doc_family_id_card_006_inst_00_authentic.png,900,600,train,MIT
syn_doc_family_id_card_006_inst_00_v1_text_replacement,doc_family_id_card_006_inst_00,doc_family_id_card_006,id_card,synthetic,text_replacement,1,"[320, 140, 678, 168]",10024,1.8563,data\synthetic\originals\doc_family_id_card_006_inst_00.png,data\train\images\syn_doc_family_id_card_006_inst_00_v1_text_replacement.png,data\train\masks\syn_doc_family_id_card_006_inst_00_v1_text_replacement.png,900,600,train,MIT
syn_doc_family_id_card_006_inst_00_v2_number_amount_replacement,doc_family_id_card_006_inst_00,doc_family_id_card_006,id_card,synthetic,number_amount_replacement,1,"[589, 307, 810, 332]",5525,1.0231,data\synthetic\originals\doc_family_id_card_006_inst_00.png,data\train\images\syn_doc_family_id_card_006_inst_00_v2_number_amount_replacement.png,data\train\masks\syn_doc_family_id_card_006_inst_00_v2_number_amount_replacement.png,900,600,train,MIT
syn_doc_family_id_card_006_inst_00_v3_date_replacement,doc_family_id_card_006_inst_00,doc_family_id_card_006,id_card,synthetic,date_replacement,1,"[407, 197, 582, 219]",3850,0.713,data\synthetic\originals\doc_family_id_card_006_inst_00.png,data\train\images\syn_doc_family_id_card_006_inst_00_v3_date_replacement.png,data\train\masks\syn_doc_family_id_card_006_inst_00_v3_date_replacement.png,900,600,train,MIT
syn_doc_family_id_card_006_inst_00_v4_copy_move_intra,doc_family_id_card_006_inst_00,doc_family_id_card_006,id_card,synthetic,copy_move_intra,1,"[72, 104, 207, 140]",4860,0.9,data\synthetic\originals\doc_family_id_card_006_inst_00.png,data\train\images\syn_doc_family_id_card_006_inst_00_v4_copy_move_intra.png,data\train\masks\syn_doc_family_id_card_006_inst_00_v4_copy_move_intra.png,900,600,train,MIT
syn_doc_family_id_card_007_inst_00_authentic,doc_family_id_card_007_inst_00,doc_family_id_card_007,id_card,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_id_card_007_inst_00.png,data\train\images\syn_doc_family_id_card_007_inst_00_authentic.png,data\train\masks\syn_doc_family_id_card_007_inst_00_authentic.png,900,600,train,MIT
syn_doc_family_id_card_007_inst_00_v1_copy_paste_inter,doc_family_id_card_007_inst_00,doc_family_id_card_007,id_card,synthetic,copy_paste_inter,1,"[118, 394, 296, 424]",5340,0.9889,data\synthetic\originals\doc_family_id_card_007_inst_00.png,data\train\images\syn_doc_family_id_card_007_inst_00_v1_copy_paste_inter.png,data\train\masks\syn_doc_family_id_card_007_inst_00_v1_copy_paste_inter.png,900,600,train,MIT
syn_doc_family_id_card_007_inst_00_v2_signature_manipulation,doc_family_id_card_007_inst_00,doc_family_id_card_007,id_card,synthetic,signature_manipulation,1,"[188, 438, 447, 473]",9065,1.6787,data\synthetic\originals\doc_family_id_card_007_inst_00.png,data\train\images\syn_doc_family_id_card_007_inst_00_v2_signature_manipulation.png,data\train\masks\syn_doc_family_id_card_007_inst_00_v2_signature_manipulation.png,900,600,train,MIT
syn_doc_family_id_card_007_inst_00_v3_photo_replacement,doc_family_id_card_007_inst_00,doc_family_id_card_007,id_card,synthetic,photo_replacement,1,"[65, 152, 288, 288]",30328,5.6163,data\synthetic\originals\doc_family_id_card_007_inst_00.png,data\train\images\syn_doc_family_id_card_007_inst_00_v3_photo_replacement.png,data\train\masks\syn_doc_family_id_card_007_inst_00_v3_photo_replacement.png,900,600,train,MIT
syn_doc_family_id_card_007_inst_00_v4_stamp_seal_manipulation,doc_family_id_card_007_inst_00,doc_family_id_card_007,id_card,synthetic,stamp_seal_manipulation,1,"[356, 354, 471, 469]",2352,0.4356,data\synthetic\originals\doc_family_id_card_007_inst_00.png,data\train\images\syn_doc_family_id_card_007_inst_00_v4_stamp_seal_manipulation.png,data\train\masks\syn_doc_family_id_card_007_inst_00_v4_stamp_seal_manipulation.png,900,600,train,MIT
syn_doc_family_id_card_008_inst_00_authentic,doc_family_id_card_008_inst_00,doc_family_id_card_008,id_card,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_id_card_008_inst_00.png,data\val\images\syn_doc_family_id_card_008_inst_00_authentic.png,data\val\masks\syn_doc_family_id_card_008_inst_00_authentic.png,900,600,val,MIT
syn_doc_family_id_card_008_inst_00_v1_region_removal,doc_family_id_card_008_inst_00,doc_family_id_card_008,id_card,synthetic,region_removal,1,"[155, 512, 470, 550]",11970,2.2167,data\synthetic\originals\doc_family_id_card_008_inst_00.png,data\val\images\syn_doc_family_id_card_008_inst_00_v1_region_removal.png,data\val\masks\syn_doc_family_id_card_008_inst_00_v1_region_removal.png,900,600,val,MIT
syn_doc_family_id_card_008_inst_00_v2_local_inpainting,doc_family_id_card_008_inst_00,doc_family_id_card_008,id_card,synthetic,local_inpainting,1,"[599, 140, 766, 164]",4008,0.7422,data\synthetic\originals\doc_family_id_card_008_inst_00.png,data\val\images\syn_doc_family_id_card_008_inst_00_v2_local_inpainting.png,data\val\masks\syn_doc_family_id_card_008_inst_00_v2_local_inpainting.png,900,600,val,MIT
syn_doc_family_id_card_008_inst_00_v3_text_replacement,doc_family_id_card_008_inst_00,doc_family_id_card_008,id_card,synthetic,text_replacement,1,"[439, 283, 624, 305]",4070,0.7537,data\synthetic\originals\doc_family_id_card_008_inst_00.png,data\val\images\syn_doc_family_id_card_008_inst_00_v3_text_replacement.png,data\val\masks\syn_doc_family_id_card_008_inst_00_v3_text_replacement.png,900,600,val,MIT
syn_doc_family_id_card_008_inst_00_v4_number_amount_replacement,doc_family_id_card_008_inst_00,doc_family_id_card_008,id_card,synthetic,number_amount_replacement,1,"[524, 221, 685, 242]",3381,0.6261,data\synthetic\originals\doc_family_id_card_008_inst_00.png,data\val\images\syn_doc_family_id_card_008_inst_00_v4_number_amount_replacement.png,data\val\masks\syn_doc_family_id_card_008_inst_00_v4_number_amount_replacement.png,900,600,val,MIT
syn_doc_family_id_card_009_inst_00_authentic,doc_family_id_card_009_inst_00,doc_family_id_card_009,id_card,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_id_card_009_inst_00.png,data\train\images\syn_doc_family_id_card_009_inst_00_authentic.png,data\train\masks\syn_doc_family_id_card_009_inst_00_authentic.png,900,600,train,MIT
syn_doc_family_id_card_009_inst_00_v1_date_replacement,doc_family_id_card_009_inst_00,doc_family_id_card_009,id_card,synthetic,date_replacement,1,"[389, 220, 576, 240]",3740,0.6926,data\synthetic\originals\doc_family_id_card_009_inst_00.png,data\train\images\syn_doc_family_id_card_009_inst_00_v1_date_replacement.png,data\train\masks\syn_doc_family_id_card_009_inst_00_v1_date_replacement.png,900,600,train,MIT
syn_doc_family_id_card_009_inst_00_v2_copy_move_intra,doc_family_id_card_009_inst_00,doc_family_id_card_009,id_card,synthetic,copy_move_intra,1,"[117, 136, 313, 189]",10388,1.9237,data\synthetic\originals\doc_family_id_card_009_inst_00.png,data\train\images\syn_doc_family_id_card_009_inst_00_v2_copy_move_intra.png,data\train\masks\syn_doc_family_id_card_009_inst_00_v2_copy_move_intra.png,900,600,train,MIT
syn_doc_family_id_card_009_inst_00_v3_copy_paste_inter,doc_family_id_card_009_inst_00,doc_family_id_card_009,id_card,synthetic,copy_paste_inter,1,"[121, 315, 377, 354]",9984,1.8489,data\synthetic\originals\doc_family_id_card_009_inst_00.png,data\train\images\syn_doc_family_id_card_009_inst_00_v3_copy_paste_inter.png,data\train\masks\syn_doc_family_id_card_009_inst_00_v3_copy_paste_inter.png,900,600,train,MIT
syn_doc_family_id_card_009_inst_00_v4_signature_manipulation,doc_family_id_card_009_inst_00,doc_family_id_card_009,id_card,synthetic,signature_manipulation,1,"[136, 420, 460, 478]",18792,3.48,data\synthetic\originals\doc_family_id_card_009_inst_00.png,data\train\images\syn_doc_family_id_card_009_inst_00_v4_signature_manipulation.png,data\train\masks\syn_doc_family_id_card_009_inst_00_v4_signature_manipulation.png,900,600,train,MIT
syn_doc_family_id_card_010_inst_00_authentic,doc_family_id_card_010_inst_00,doc_family_id_card_010,id_card,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_id_card_010_inst_00.png,data\train\images\syn_doc_family_id_card_010_inst_00_authentic.png,data\train\masks\syn_doc_family_id_card_010_inst_00_authentic.png,900,600,train,MIT
syn_doc_family_id_card_010_inst_00_v1_photo_replacement,doc_family_id_card_010_inst_00,doc_family_id_card_010,id_card,synthetic,photo_replacement,1,"[116, 214, 293, 370]",27612,5.1133,data\synthetic\originals\doc_family_id_card_010_inst_00.png,data\train\images\syn_doc_family_id_card_010_inst_00_v1_photo_replacement.png,data\train\masks\syn_doc_family_id_card_010_inst_00_v1_photo_replacement.png,900,600,train,MIT
syn_doc_family_id_card_010_inst_00_v2_stamp_seal_manipulation,doc_family_id_card_010_inst_00,doc_family_id_card_010,id_card,synthetic,stamp_seal_manipulation,1,"[333, 320, 478, 465]",3356,0.6215,data\synthetic\originals\doc_family_id_card_010_inst_00.png,data\train\images\syn_doc_family_id_card_010_inst_00_v2_stamp_seal_manipulation.png,data\train\masks\syn_doc_family_id_card_010_inst_00_v2_stamp_seal_manipulation.png,900,600,train,MIT
syn_doc_family_id_card_010_inst_00_v3_region_removal,doc_family_id_card_010_inst_00,doc_family_id_card_010,id_card,synthetic,region_removal,1,"[425, 293, 781, 357]",22784,4.2193,data\synthetic\originals\doc_family_id_card_010_inst_00.png,data\train\images\syn_doc_family_id_card_010_inst_00_v3_region_removal.png,data\train\masks\syn_doc_family_id_card_010_inst_00_v3_region_removal.png,900,600,train,MIT
syn_doc_family_id_card_010_inst_00_v4_local_inpainting,doc_family_id_card_010_inst_00,doc_family_id_card_010,id_card,synthetic,local_inpainting,1,"[558, 403, 769, 418]",3165,0.5861,data\synthetic\originals\doc_family_id_card_010_inst_00.png,data\train\images\syn_doc_family_id_card_010_inst_00_v4_local_inpainting.png,data\train\masks\syn_doc_family_id_card_010_inst_00_v4_local_inpainting.png,900,600,train,MIT
syn_doc_family_id_card_011_inst_00_authentic,doc_family_id_card_011_inst_00,doc_family_id_card_011,id_card,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_id_card_011_inst_00.png,data\test\images\syn_doc_family_id_card_011_inst_00_authentic.png,data\test\masks\syn_doc_family_id_card_011_inst_00_authentic.png,900,600,test,MIT
syn_doc_family_id_card_011_inst_00_v1_text_replacement,doc_family_id_card_011_inst_00,doc_family_id_card_011,id_card,synthetic,text_replacement,1,"[246, 416, 600, 447]",10974,2.0322,data\synthetic\originals\doc_family_id_card_011_inst_00.png,data\test\images\syn_doc_family_id_card_011_inst_00_v1_text_replacement.png,data\test\masks\syn_doc_family_id_card_011_inst_00_v1_text_replacement.png,900,600,test,MIT
syn_doc_family_id_card_011_inst_00_v2_number_amount_replacement,doc_family_id_card_011_inst_00,doc_family_id_card_011,id_card,synthetic,number_amount_replacement,1,"[646, 215, 788, 242]",3834,0.71,data\synthetic\originals\doc_family_id_card_011_inst_00.png,data\test\images\syn_doc_family_id_card_011_inst_00_v2_number_amount_replacement.png,data\test\masks\syn_doc_family_id_card_011_inst_00_v2_number_amount_replacement.png,900,600,test,MIT
syn_doc_family_id_card_011_inst_00_v3_date_replacement,doc_family_id_card_011_inst_00,doc_family_id_card_011,id_card,synthetic,date_replacement,1,"[558, 163, 709, 187]",3624,0.6711,data\synthetic\originals\doc_family_id_card_011_inst_00.png,data\test\images\syn_doc_family_id_card_011_inst_00_v3_date_replacement.png,data\test\masks\syn_doc_family_id_card_011_inst_00_v3_date_replacement.png,900,600,test,MIT
syn_doc_family_id_card_011_inst_00_v4_copy_move_intra,doc_family_id_card_011_inst_00,doc_family_id_card_011,id_card,synthetic,copy_move_intra,1,"[523, 485, 748, 527]",9450,1.75,data\synthetic\originals\doc_family_id_card_011_inst_00.png,data\test\images\syn_doc_family_id_card_011_inst_00_v4_copy_move_intra.png,data\test\masks\syn_doc_family_id_card_011_inst_00_v4_copy_move_intra.png,900,600,test,MIT
syn_doc_family_id_card_012_inst_00_authentic,doc_family_id_card_012_inst_00,doc_family_id_card_012,id_card,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_id_card_012_inst_00.png,data\train\images\syn_doc_family_id_card_012_inst_00_authentic.png,data\train\masks\syn_doc_family_id_card_012_inst_00_authentic.png,900,600,train,MIT
syn_doc_family_id_card_012_inst_00_v1_copy_paste_inter,doc_family_id_card_012_inst_00,doc_family_id_card_012,id_card,synthetic,copy_paste_inter,1,"[546, 397, 777, 439]",9702,1.7967,data\synthetic\originals\doc_family_id_card_012_inst_00.png,data\train\images\syn_doc_family_id_card_012_inst_00_v1_copy_paste_inter.png,data\train\masks\syn_doc_family_id_card_012_inst_00_v1_copy_paste_inter.png,900,600,train,MIT
syn_doc_family_id_card_012_inst_00_v2_signature_manipulation,doc_family_id_card_012_inst_00,doc_family_id_card_012,id_card,synthetic,signature_manipulation,1,"[527, 430, 824, 472]",12474,2.31,data\synthetic\originals\doc_family_id_card_012_inst_00.png,data\train\images\syn_doc_family_id_card_012_inst_00_v2_signature_manipulation.png,data\train\masks\syn_doc_family_id_card_012_inst_00_v2_signature_manipulation.png,900,600,train,MIT
syn_doc_family_id_card_012_inst_00_v3_photo_replacement,doc_family_id_card_012_inst_00,doc_family_id_card_012,id_card,synthetic,photo_replacement,1,"[273, 171, 491, 351]",39240,7.2667,data\synthetic\originals\doc_family_id_card_012_inst_00.png,data\train\images\syn_doc_family_id_card_012_inst_00_v3_photo_replacement.png,data\train\masks\syn_doc_family_id_card_012_inst_00_v3_photo_replacement.png,900,600,train,MIT
syn_doc_family_id_card_012_inst_00_v4_stamp_seal_manipulation,doc_family_id_card_012_inst_00,doc_family_id_card_012,id_card,synthetic,stamp_seal_manipulation,1,"[666, 314, 805, 453]",3063,0.5672,data\synthetic\originals\doc_family_id_card_012_inst_00.png,data\train\images\syn_doc_family_id_card_012_inst_00_v4_stamp_seal_manipulation.png,data\train\masks\syn_doc_family_id_card_012_inst_00_v4_stamp_seal_manipulation.png,900,600,train,MIT
syn_doc_family_id_card_013_inst_00_authentic,doc_family_id_card_013_inst_00,doc_family_id_card_013,id_card,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_id_card_013_inst_00.png,data\val\images\syn_doc_family_id_card_013_inst_00_authentic.png,data\val\masks\syn_doc_family_id_card_013_inst_00_authentic.png,900,600,val,MIT
syn_doc_family_id_card_013_inst_00_v1_region_removal,doc_family_id_card_013_inst_00,doc_family_id_card_013,id_card,synthetic,region_removal,1,"[296, 449, 571, 511]",17050,3.1574,data\synthetic\originals\doc_family_id_card_013_inst_00.png,data\val\images\syn_doc_family_id_card_013_inst_00_v1_region_removal.png,data\val\masks\syn_doc_family_id_card_013_inst_00_v1_region_removal.png,900,600,val,MIT
syn_doc_family_id_card_013_inst_00_v2_local_inpainting,doc_family_id_card_013_inst_00,doc_family_id_card_013,id_card,synthetic,local_inpainting,1,"[705, 457, 845, 482]",3500,0.6481,data\synthetic\originals\doc_family_id_card_013_inst_00.png,data\val\images\syn_doc_family_id_card_013_inst_00_v2_local_inpainting.png,data\val\masks\syn_doc_family_id_card_013_inst_00_v2_local_inpainting.png,900,600,val,MIT
syn_doc_family_id_card_013_inst_00_v3_text_replacement,doc_family_id_card_013_inst_00,doc_family_id_card_013,id_card,synthetic,text_replacement,1,"[271, 307, 576, 334]",8235,1.525,data\synthetic\originals\doc_family_id_card_013_inst_00.png,data\val\images\syn_doc_family_id_card_013_inst_00_v3_text_replacement.png,data\val\masks\syn_doc_family_id_card_013_inst_00_v3_text_replacement.png,900,600,val,MIT
syn_doc_family_id_card_013_inst_00_v4_number_amount_replacement,doc_family_id_card_013_inst_00,doc_family_id_card_013,id_card,synthetic,number_amount_replacement,1,"[456, 317, 622, 348]",5146,0.953,data\synthetic\originals\doc_family_id_card_013_inst_00.png,data\val\images\syn_doc_family_id_card_013_inst_00_v4_number_amount_replacement.png,data\val\masks\syn_doc_family_id_card_013_inst_00_v4_number_amount_replacement.png,900,600,val,MIT
syn_doc_family_id_card_014_inst_00_authentic,doc_family_id_card_014_inst_00,doc_family_id_card_014,id_card,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_id_card_014_inst_00.png,data\test\images\syn_doc_family_id_card_014_inst_00_authentic.png,data\test\masks\syn_doc_family_id_card_014_inst_00_authentic.png,900,600,test,MIT
syn_doc_family_id_card_014_inst_00_v1_date_replacement,doc_family_id_card_014_inst_00,doc_family_id_card_014,id_card,synthetic,date_replacement,1,"[641, 95, 790, 123]",4172,0.7726,data\synthetic\originals\doc_family_id_card_014_inst_00.png,data\test\images\syn_doc_family_id_card_014_inst_00_v1_date_replacement.png,data\test\masks\syn_doc_family_id_card_014_inst_00_v1_date_replacement.png,900,600,test,MIT
syn_doc_family_id_card_014_inst_00_v2_copy_move_intra,doc_family_id_card_014_inst_00,doc_family_id_card_014,id_card,synthetic,copy_move_intra,1,"[641, 336, 802, 361]",4025,0.7454,data\synthetic\originals\doc_family_id_card_014_inst_00.png,data\test\images\syn_doc_family_id_card_014_inst_00_v2_copy_move_intra.png,data\test\masks\syn_doc_family_id_card_014_inst_00_v2_copy_move_intra.png,900,600,test,MIT
syn_doc_family_id_card_014_inst_00_v3_copy_paste_inter,doc_family_id_card_014_inst_00,doc_family_id_card_014,id_card,synthetic,copy_paste_inter,1,"[78, 399, 350, 423]",6528,1.2089,data\synthetic\originals\doc_family_id_card_014_inst_00.png,data\test\images\syn_doc_family_id_card_014_inst_00_v3_copy_paste_inter.png,data\test\masks\syn_doc_family_id_card_014_inst_00_v3_copy_paste_inter.png,900,600,test,MIT
syn_doc_family_id_card_014_inst_00_v4_signature_manipulation,doc_family_id_card_014_inst_00,doc_family_id_card_014,id_card,synthetic,signature_manipulation,1,"[468, 449, 746, 503]",15012,2.78,data\synthetic\originals\doc_family_id_card_014_inst_00.png,data\test\images\syn_doc_family_id_card_014_inst_00_v4_signature_manipulation.png,data\test\masks\syn_doc_family_id_card_014_inst_00_v4_signature_manipulation.png,900,600,test,MIT
syn_doc_family_id_card_015_inst_00_authentic,doc_family_id_card_015_inst_00,doc_family_id_card_015,id_card,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_id_card_015_inst_00.png,data\train\images\syn_doc_family_id_card_015_inst_00_authentic.png,data\train\masks\syn_doc_family_id_card_015_inst_00_authentic.png,900,600,train,MIT
syn_doc_family_id_card_015_inst_00_v1_photo_replacement,doc_family_id_card_015_inst_00,doc_family_id_card_015,id_card,synthetic,photo_replacement,1,"[138, 240, 379, 409]",40729,7.5424,data\synthetic\originals\doc_family_id_card_015_inst_00.png,data\train\images\syn_doc_family_id_card_015_inst_00_v1_photo_replacement.png,data\train\masks\syn_doc_family_id_card_015_inst_00_v1_photo_replacement.png,900,600,train,MIT
syn_doc_family_id_card_015_inst_00_v2_stamp_seal_manipulation,doc_family_id_card_015_inst_00,doc_family_id_card_015,id_card,synthetic,stamp_seal_manipulation,1,"[559, 320, 700, 461]",3091,0.5724,data\synthetic\originals\doc_family_id_card_015_inst_00.png,data\train\images\syn_doc_family_id_card_015_inst_00_v2_stamp_seal_manipulation.png,data\train\masks\syn_doc_family_id_card_015_inst_00_v2_stamp_seal_manipulation.png,900,600,train,MIT
syn_doc_family_id_card_015_inst_00_v3_region_removal,doc_family_id_card_015_inst_00,doc_family_id_card_015,id_card,synthetic,region_removal,1,"[142, 468, 339, 532]",12608,2.3348,data\synthetic\originals\doc_family_id_card_015_inst_00.png,data\train\images\syn_doc_family_id_card_015_inst_00_v3_region_removal.png,data\train\masks\syn_doc_family_id_card_015_inst_00_v3_region_removal.png,900,600,train,MIT
syn_doc_family_id_card_015_inst_00_v4_local_inpainting,doc_family_id_card_015_inst_00,doc_family_id_card_015,id_card,synthetic,local_inpainting,1,"[505, 307, 681, 322]",2640,0.4889,data\synthetic\originals\doc_family_id_card_015_inst_00.png,data\train\images\syn_doc_family_id_card_015_inst_00_v4_local_inpainting.png,data\train\masks\syn_doc_family_id_card_015_inst_00_v4_local_inpainting.png,900,600,train,MIT
